,season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
1098,2004,NBA,Mike Bibby,bibbymi01,25,SAC,PG,82,82.0,2980,9.1,20.3,0.45,2.6,6.6,0.392,6.6,13.7,0.479,0.514,5.3,6.5,0.815,1.2,3.6,4.8,7.7,1.9,0.3,3.0,2.5,26.1,113.0,108.0
1099,2005,NBA,Mike Bibby,bibbymi01,26,SAC,PG,80,80.0,3084,9.4,21.1,0.443,2.2,6.1,0.36,7.2,15.1,0.477,0.495,5.4,6.9,0.775,1.3,4.3,5.6,9.0,2.1,0.5,3.4,3.2,26.3,112.0,110.0
1100,2006,NBA,Mike Bibby,bibbymi01,27,SAC,PG,82,82.0,3167,9.8,22.8,0.432,3.2,8.2,0.386,6.7,14.6,0.458,0.501,5.6,6.6,0.849,0.5,3.5,4.0,7.3,1.4,0.2,3.3,2.8,28.5,110.0,109.0
1101,2007,NBA,Mike Bibby,bibbymi01,28,SAC,PG,82,82.0,2784,8.6,21.2,0.404,3.1,8.7,0.36,5.4,12.5,0.435,0.478,5.2,6.3,0.83,0.7,4.1,4.8,7.1,1.6,0.1,3.6,2.5,25.5,105.0,110.0
1102,2008,NBA,Mike Bibby,bibbymi01,29,2TM,PG,48,44.0,1573,8.2,20.0,0.411,3.1,8.2,0.375,5.1,11.8,0.437,0.488,2.6,3.3,0.78,0.5,4.8,5.3,9.6,1.8,0.1,3.9,3.2,22.1,104.0,111.0
1103,2009,NBA,Mike Bibby,bibbymi01,30,ATL,PG,79,79.0,2740,8.5,19.6,0.435,3.3,8.4,0.39,5.3,11.3,0.468,0.518,2.6,3.3,0.789,0.7,4.7,5.4,7.7,1.9,0.2,2.5,2.8,23.0,113.0,109.0
1104,2010,NBA,Mike Bibby,bibbymi01,31,ATL,PG,80,80.0,2195,6.5,15.6,0.416,3.1,7.9,0.389,3.4,7.8,0.444,0.514,1.7,1.9,0.861,0.5,4.0,4.5,7.5,1.6,0.1,2.2,3.8,17.7,113.0,110.0
1105,2011,NBA,Mike Bibby,bibbymi01,32,3TM,PG,80,68.0,2285,5.8,13.5,0.431,3.6,8.1,0.44,2.2,5.3,0.417,0.563,0.9,1.5,0.629,0.4,4.2,4.6,6.2,1.2,0.2,2.4,4.1,16.1,110.0,109.0
1106,2012,NBA,Mike Bibby,bibbymi01,33,NYK,PG,39,4.0,557,3.2,11.5,0.282,2.5,7.9,0.318,0.7,3.6,0.205,0.391,0.6,0.7,0.75,0.5,5.0,5.5,7.4,1.9,0.3,1.8,4.2,9.5,97.0,103.0
1107,2005,NBA,Andris Biedriņš,biedran01,18,GSW,C,30,1.0,384,6.0,10.5,0.577,0.0,0.1,0.0,6.0,10.3,0.584,0.577,2.5,5.4,0.475,6.3,9.5,15.8,1.6,1.6,3.2,1.6,11.7,14.6,119.0,102.0
1108,2006,NBA,Andris Biedriņš,biedran01,19,GSW,C,68,2.0,1000,6.1,9.5,0.638,0.0,0.0,,6.1,9.5,0.638,0.638,1.1,3.7,0.306,6.4,8.2,14.6,1.2,1.2,2.4,1.7,9.8,13.3,119.0,104.0
1109,2007,NBA,Andris Biedriņš,biedran01,20,GSW,C,82,63.0,2382,7.1,11.8,0.599,0.0,0.0,,7.1,11.8,0.599,0.599,1.8,3.4,0.521,5.1,10.4,15.5,1.8,1.4,2.8,2.4,6.2,15.9,115.0,104.0
1110,2008,NBA,Andris Biedriņš,biedran01,21,GSW,C,76,59.0,2078,7.9,12.7,0.626,0.0,0.0,,7.9,12.7,0.626,0.626,2.7,4.4,0.62,6.0,11.4,17.4,1.8,1.3,2.2,2.0,6.1,18.6,127.0,106.0
1111,2009,NBA,Andris Biedriņš,biedran01,22,GSW,C,62,58.0,1863,8.1,14.0,0.578,0.0,0.0,0.0,8.1,14.0,0.579,0.578,3.1,5.7,0.551,5.9,12.3,18.2,3.2,1.7,2.5,2.9,6.2,19.3,116.0,107.0
1112,2010,NBA,Andris Biedriņš,biedran01,23,GSW,C,33,29.0,763,5.1,8.6,0.591,0.0,0.0,,5.1,8.6,0.591,0.591,0.3,1.6,0.16,3.9,12.3,16.2,3.6,1.3,2.8,2.0,7.3,10.4,113.0,107.0
1113,2011,NBA,Andris Biedriņš,biedran01,24,GSW,C,59,55.0,1397,5.1,9.6,0.534,0.0,0.0,,5.1,9.6,0.534,0.534,0.4,1.1,0.323,5.3,10.2,15.4,2.2,1.9,1.9,2.1,7.2,10.7,109.0,107.0
1114,2012,NBA,Andris Biedriņš,biedran01,25,GSW,C,47,35.0,739,2.7,4.5,0.609,0.0,0.0,,2.7,4.5,0.609,0.609,0.1,0.6,0.111,3.2,9.2,12.4,1.1,1.6,3.2,1.0,8.8,5.6,118.0,105.0
1115,2013,NBA,Andris Biedriņš,biedran01,26,GSW,C,53,9.0,495,1.0,2.2,0.476,0.0,0.0,,1.0,2.2,0.476,0.476,0.4,1.3,0.308,3.5,12.2,15.7,1.4,1.5,4.3,1.4,10.4,2.5,102.0,98.0
1116,2014,NBA,Andris Biedriņš,biedran01,27,UTA,C,6,0.0,45,1.2,1.2,1.0,0.0,0.0,,1.2,1.2,1.0,1.0,1.2,7.0,0.167,2.3,17.5,19.8,0.0,0.0,0.0,2.3,7.0,3.5,62.0,109.0
1117,1999,NBA,Chauncey Billups,billuch01,22,DEN,SG,45,41.0,1488,6.8,17.7,0.386,3.0,8.4,0.362,3.8,9.3,0.408,0.472,5.6,6.1,0.913,0.9,2.6,3.4,6.2,2.1,0.5,3.5,4.1,22.3,109.0,113.0
1118,2000,NBA,Chauncey Billups,billuch01,23,DEN,SG,13,5.0,305,5.6,16.8,0.337,1.2,6.8,0.171,4.5,10.0,0.45,0.371,6.1,7.3,0.841,1.3,4.3,5.6,6.5,1.7,0.3,4.0,4.5,18.6,95.0,108.0
1119,2001,NBA,Chauncey Billups,billuch01,24,MIN,SG,77,33.0,1790,7.2,17.1,0.422,2.1,5.7,0.376,5.1,11.5,0.445,0.485,4.2,5.0,0.842,0.9,3.7,4.6,7.6,1.5,0.3,3.2,5.2,20.8,107.0,107.0
1120,2002,NBA,Chauncey Billups,billuch01,25,MIN,PG,82,54.0,2355,7.8,18.5,0.423,2.8,7.1,0.394,5.0,11.4,0.441,0.498,4.7,5.3,0.885,0.8,4.3,5.1,10.1,1.5,0.4,3.1,3.8,23.1,116.0,108.0
1121,2003,NBA,Chauncey Billups,billuch01,26,DET,PG,74,74.0,2327,8.7,20.7,0.421,3.5,9.0,0.392,5.2,11.6,0.443,0.506,7.6,8.6,0.878,0.9,5.6,6.5,6.8,1.5,0.4,3.2,3.2,28.5,116.0,102.0
1122,2004,NBA,Chauncey Billups,billuch01,27,DET,PG,78,78.0,2758,7.8,19.7,0.394,2.6,6.6,0.388,5.2,13.1,0.396,0.459,8.0,9.1,0.878,0.7,4.8,5.5,8.8,1.7,0.2,3.7,3.5,26.1,112.0,99.0
1123,2005,NBA,Chauncey Billups,billuch01,28,DET,PG,80,80.0,2866,7.8,17.5,0.442,3.2,7.4,0.426,4.6,10.1,0.454,0.533,6.6,7.3,0.898,0.9,4.3,5.2,8.9,1.6,0.2,3.5,3.7,25.3,121.0,105.0
1124,2006,NBA,Chauncey Billups,billuch01,29,DET,PG,81,81.0,2925,8.0,19.1,0.418,3.5,8.0,0.433,4.5,11.1,0.407,0.509,8.8,9.8,0.894,0.8,4.0,4.8,13.2,1.3,0.2,3.2,3.0,28.3,127.0,107.0
1125,2007,NBA,Chauncey Billups,billuch01,30,DET,PG,70,70.0,2533,7.6,17.7,0.427,2.4,6.9,0.345,5.2,10.8,0.479,0.494,8.4,9.5,0.883,0.5,4.6,5.1,10.9,1.8,0.4,3.0,3.5,25.9,123.0,106.0
1126,2008,NBA,Chauncey Billups,billuch01,31,DET,PG,78,78.0,2522,8.6,19.1,0.448,3.0,7.5,0.401,5.6,11.7,0.479,0.526,8.7,9.5,0.918,0.9,3.7,4.6,11.5,2.2,0.4,3.5,2.8,28.9,127.0,105.0
1127,2009,NBA,Chauncey Billups,billuch01,32,2TM,PG,79,79.0,2789,7.5,17.9,0.418,3.0,7.3,0.408,4.5,10.7,0.425,0.501,7.6,8.4,0.913,0.6,3.8,4.4,9.3,1.7,0.3,3.2,2.9,25.6,121.0,110.0
1128,2010,NBA,Chauncey Billups,billuch01,33,DEN,PG,73,73.0,2490,8.2,19.6,0.418,3.2,8.3,0.386,5.0,11.3,0.441,0.499,9.5,10.4,0.91,0.5,4.1,4.6,8.3,1.7,0.2,3.6,3.1,29.0,120.0,110.0
1129,2011,NBA,Chauncey Billups,billuch01,34,2TM,PG,72,72.0,2310,7.4,17.3,0.427,3.2,7.9,0.402,4.2,9.4,0.448,0.519,8.3,9.1,0.916,0.5,3.6,4.1,8.4,1.5,0.3,3.8,3.2,26.3,120.0,111.0
1130,2012,NBA,Chauncey Billups,billuch01,35,LAC,SG,20,20.0,607,7.4,20.2,0.364,4.3,11.1,0.384,3.1,9.1,0.34,0.469,7.5,8.4,0.895,0.4,4.1,4.4,7.1,0.8,0.3,3.4,3.5,26.5,114.0,111.0
1131,2013,NBA,Chauncey Billups,billuch01,36,LAC,SG,22,22.0,418,6.7,16.6,0.402,4.2,11.3,0.367,2.5,5.3,0.476,0.527,5.7,6.0,0.938,0.3,3.8,4.0,6.2,1.5,0.1,3.3,3.1,23.2,117.0,108.0
1132,2014,NBA,Chauncey Billups,billuch01,37,DET,SG,19,7.0,309,3.9,12.9,0.304,2.3,7.9,0.292,1.6,5.1,0.323,0.392,1.6,2.0,0.833,0.7,3.9,4.6,6.9,1.3,0.2,4.1,4.1,11.8,87.0,113.0
1133,2018,NBA,Khem Birch,birchkh01,25,ORL,C,42,0.0,578,5.8,10.7,0.54,0.0,0.0,,5.8,10.7,0.54,0.54,3.6,5.2,0.689,5.9,9.3,15.2,2.9,1.3,1.8,1.8,4.7,15.1,123.0,108.0
1134,2019,NBA,Khem Birch,birchkh01,26,ORL,C,50,1.0,643,6.9,11.5,0.603,0.0,0.1,0.0,6.9,11.4,0.607,0.603,4.4,6.3,0.699,6.0,8.4,14.5,2.9,1.4,2.2,1.5,5.5,18.3,134.0,106.0
1135,2020,NBA,Khem Birch,birchkh01,27,ORL,C,48,24.0,922,3.9,7.6,0.51,0.0,0.1,0.0,3.9,7.5,0.514,0.51,3.5,5.3,0.653,4.8,6.8,11.6,2.6,1.1,1.2,1.6,4.8,11.2,121.0,111.0
1136,2021,NBA,Khem Birch,birchkh01,28,2TM,C,67,22.0,1529,6.0,12.1,0.497,0.4,1.7,0.25,5.6,10.4,0.537,0.514,2.9,4.1,0.705,5.5,6.8,12.3,2.8,1.5,1.6,1.4,3.6,15.3,121.0,113.0
1137,2022,NBA,Khem Birch,birchkh01,29,TOR,C,55,28.0,991,4.9,10.1,0.485,0.0,0.7,0.0,4.9,9.4,0.522,0.485,2.7,3.6,0.746,6.2,5.9,12.1,2.8,1.5,1.3,1.5,5.2,12.5,124.0,111.0
1138,2023,NBA,Khem Birch,birchkh01,30,TOR,C,20,0.0,162,5.8,9.8,0.594,0.3,0.6,0.5,5.5,9.2,0.6,0.609,1.2,1.5,0.8,2.4,5.2,7.6,2.1,1.5,1.5,2.4,7.3,13.1,113.0,115.0
1139,2018,NBA,Jabari Bird,birdja01,23,BOS,SG,13,1.0,115,6.5,11.3,0.577,1.3,3.0,0.429,5.2,8.3,0.632,0.635,2.6,5.6,0.462,2.6,5.6,8.3,3.5,1.3,0.4,3.5,3.0,16.9,107.0,106.0
1140,2020,NBA,Goga Bitadze,bitadgo01,20,IND,C,54,2.0,471,7.2,15.5,0.467,0.8,4.3,0.19,6.4,11.1,0.574,0.493,2.5,3.4,0.727,2.6,8.3,10.9,2.4,1.0,3.8,2.9,6.7,17.7,99.0,105.0
1141,2021,NBA,Goga Bitadze,bitadgo01,21,IND,C,45,3.0,561,7.0,16.3,0.428,1.7,6.7,0.253,5.3,9.7,0.548,0.479,3.8,5.1,0.738,5.1,7.6,12.6,3.1,0.8,5.1,1.4,7.9,19.5,116.0,109.0
1142,2022,NBA,Goga Bitadze,bitadgo01,22,IND,C,50,16.0,729,8.8,16.9,0.52,1.5,5.4,0.288,7.3,11.6,0.628,0.565,4.3,6.3,0.681,5.3,6.6,11.9,3.7,1.4,2.8,3.1,7.2,23.4,118.0,114.0
1143,2023,NBA,Goga Bitadze,bitadgo01,23,2TM,C,38,1.0,457,7.2,13.1,0.552,0.6,2.7,0.231,6.6,10.4,0.636,0.576,2.4,4.4,0.548,6.4,8.0,14.4,4.1,1.7,2.7,2.3,6.7,17.5,123.0,112.0
1144,2024,NBA,Goga Bitadze,bitadgo01,24,ORL,C,62,33.0,957,6.5,10.8,0.603,0.1,0.7,0.143,6.4,10.1,0.636,0.608,2.9,4.5,0.655,5.6,9.2,14.8,4.1,1.7,3.7,2.3,5.5,16.1,128.0,107.0
1145,2025,NBA,Goga Bitadze,bitadgo01,25,ORL,C,70,42.0,1430,7.2,11.8,0.611,0.1,1.0,0.107,7.1,10.9,0.656,0.615,3.0,4.6,0.639,5.8,10.3,16.2,4.8,1.7,3.4,2.5,5.2,17.5,127.0,105.0
1146,2024,NBA,Onuralp Bitim,bitimon01,24,CHI,SG,23,1.0,268,6.0,15.6,0.381,2.2,8.2,0.273,3.7,7.4,0.5,0.452,0.7,0.9,0.8,1.1,4.8,6.0,2.4,0.6,0.4,1.9,4.5,14.9,94.0,121.0
1147,2012,NBA,Bismack Biyombo,biyombi01,19,CHA,C,63,41.0,1455,4.7,10.1,0.464,0.0,0.0,,4.7,10.1,0.464,0.464,2.5,5.2,0.483,4.1,9.2,13.3,1.0,0.7,4.2,2.6,5.3,11.8,92.0,107.0
1148,2013,NBA,Bismack Biyombo,biyombi01,20,CHA,C,80,65.0,2186,3.7,8.3,0.451,0.0,0.0,,3.7,8.3,0.451,0.451,1.8,3.4,0.521,4.7,9.3,14.0,0.8,0.7,3.4,2.0,4.7,9.3,98.0,109.0
1149,2014,NBA,Bismack Biyombo,biyombi01,21,CHA,C,77,9.0,1072,4.3,7.0,0.611,0.0,0.0,,4.3,7.0,0.611,0.611,2.2,4.3,0.517,5.1,12.6,17.7,0.4,0.3,4.2,1.9,6.0,10.8,115.0,99.0
1150,2015,NBA,Bismack Biyombo,biyombi01,22,CHO,C,64,21.0,1243,4.2,7.7,0.543,0.0,0.0,,4.2,7.7,0.543,0.543,4.2,7.3,0.583,6.6,10.3,16.9,0.7,0.7,4.1,2.2,5.8,12.6,115.0,99.0
1151,2016,NBA,Bismack Biyombo,biyombi01,23,TOR,C,82,22.0,1808,4.5,8.2,0.542,0.0,0.0,0.0,4.5,8.2,0.544,0.542,4.1,6.5,0.628,5.2,13.5,18.7,0.8,0.5,3.8,2.0,6.4,13.0,118.0,101.0
1152,2017,NBA,Bismack Biyombo,biyombi01,24,ORL,C,81,27.0,1793,4.9,9.4,0.528,0.0,0.0,,4.9,9.4,0.528,0.528,3.5,6.5,0.534,4.3,11.3,15.7,2.0,0.7,2.5,2.6,5.6,13.4,106.0,108.0
1153,2018,NBA,Bismack Biyombo,biyombi01,25,ORL,C,82,25.0,1495,6.0,11.5,0.52,0.0,0.0,0.0,6.0,11.5,0.521,0.52,3.3,5.1,0.65,4.7,10.6,15.3,2.2,0.7,3.1,2.8,5.2,15.3,108.0,107.0
1154,2019,NBA,Bismack Biyombo,biyombi01,26,CHO,C,54,32.0,783,5.5,9.7,0.571,0.0,0.0,,5.5,9.7,0.571,0.571,3.6,5.7,0.637,5.0,10.3,15.3,2.0,0.7,2.5,2.1,6.4,14.7,121.0,110.0
1155,2020,NBA,Bismack Biyombo,biyombi01,27,CHO,C,53,29.0,1029,7.4,13.5,0.543,0.0,0.0,,7.4,13.5,0.543,0.543,4.4,7.4,0.603,5.8,9.2,15.0,2.4,0.5,2.4,2.3,5.6,19.1,116.0,112.0
1156,2021,NBA,Bismack Biyombo,biyombi01,28,CHO,C,66,36.0,1349,5.1,8.8,0.587,0.0,0.0,0.0,5.1,8.7,0.589,0.587,1.7,3.8,0.448,5.0,7.6,12.6,2.9,0.6,2.7,2.6,5.1,12.0,113.0,113.0
1157,2022,NBA,Bismack Biyombo,biyombi01,29,PHO,C,36,3.0,506,8.2,13.8,0.593,0.0,0.0,,8.2,13.8,0.593,0.593,3.6,6.8,0.535,6.0,9.9,15.9,2.2,1.1,2.5,2.4,6.7,20.0,119.0,105.0
1158,2023,NBA,Bismack Biyombo,biyombi01,30,PHO,C,61,14.0,874,6.7,11.5,0.578,0.0,0.0,,6.7,11.5,0.578,0.578,1.4,3.9,0.357,5.0,9.6,14.5,3.1,1.0,4.9,2.9,6.4,14.7,109.0,108.0
1159,2024,NBA,Bismack Biyombo,biyombi01,31,2TM,C,40,27.0,791,4.6,8.1,0.565,0.0,0.0,,4.6,8.1,0.565,0.565,1.6,3.3,0.481,3.8,9.1,12.9,3.3,0.7,2.3,2.6,5.5,10.7,108.0,114.0
1160,2025,NBA,Bismack Biyombo,biyombi01,32,SAS,C,28,26.0,528,6.1,10.4,0.588,0.0,0.0,,6.1,10.4,0.588,0.588,0.9,2.3,0.4,3.9,10.5,14.5,2.8,1.5,2.1,2.5,4.8,13.2,111.0,114.0
1161,2016,NBA,Nemanja Bjelica,bjeline01,27,MIN,PF,60,0.0,1075,5.2,11.0,0.468,2.3,5.9,0.384,2.9,5.2,0.564,0.57,1.9,2.6,0.727,2.3,7.5,9.8,3.9,1.2,1.0,2.2,7.2,14.4,114.0,110.0
1162,2017,NBA,Nemanja Bjelica,bjeline01,28,MIN,PF,65,1.0,1190,6.4,15.2,0.424,2.4,7.5,0.316,4.0,7.6,0.531,0.503,1.9,2.6,0.738,2.4,8.0,10.4,3.4,1.7,0.9,2.5,6.6,17.2,105.0,111.0
1163,2018,NBA,Nemanja Bjelica,bjeline01,29,MIN,PF,67,21.0,1371,6.2,13.5,0.461,2.8,6.7,0.415,3.5,6.9,0.505,0.563,1.3,1.6,0.8,1.9,8.1,10.0,3.1,1.8,0.6,1.9,5.1,16.6,114.0,110.0
1164,2019,NBA,Nemanja Bjelica,bjeline01,30,SAC,PF,77,70.0,1788,7.4,15.4,0.479,2.7,6.7,0.401,4.7,8.7,0.539,0.566,1.8,2.4,0.761,3.3,8.3,11.6,3.8,1.4,1.5,2.1,5.1,19.3,117.0,110.0
1165,2020,NBA,Nemanja Bjelica,bjeline01,31,SAC,PF,72,67.0,2011,7.6,15.8,0.481,3.2,7.7,0.419,4.3,8.0,0.541,0.583,1.7,2.0,0.821,2.7,8.4,11.0,4.9,1.5,1.0,2.4,5.2,20.0,119.0,111.0
1166,2021,NBA,Nemanja Bjelica,bjeline01,32,2TM,PF,37,3.0,595,7.2,16.0,0.454,2.2,6.9,0.318,5.0,9.0,0.559,0.523,3.0,4.2,0.725,2.4,8.0,10.3,5.6,1.2,0.4,2.7,5.5,19.7,111.0,116.0
1167,2022,NBA,Nemanja Bjelica,bjeline01,33,GSW,C,71,0.0,1142,6.8,14.6,0.468,2.3,6.4,0.362,4.5,8.2,0.549,0.547,2.5,3.5,0.728,2.6,9.9,12.6,6.8,1.8,1.1,3.7,5.5,18.5,111.0,105.0
1168,2024,NBA,Anthony Black,blackan01,20,ORL,PG,69,33.0,1164,4.9,10.5,0.466,1.6,4.0,0.394,3.3,6.5,0.51,0.54,2.1,3.4,0.613,1.4,4.5,5.9,3.9,1.5,0.9,2.4,4.7,13.4,108.0,113.0
1169,2025,NBA,Anthony Black,blackan01,21,ORL,PG,78,10.0,1887,6.9,16.4,0.423,1.6,5.2,0.318,5.3,11.2,0.471,0.473,4.0,5.2,0.761,1.4,4.7,6.1,6.4,2.3,1.3,3.7,4.4,19.5,103.0,110.0
1170,2024,NBA,Leaky Black,blackle01,24,CHO,SF,26,3.0,284,4.3,9.0,0.481,1.6,3.5,0.45,2.8,5.6,0.5,0.567,1.7,2.6,0.667,1.6,6.8,8.3,4.2,1.4,1.9,1.0,3.3,12.0,124.0,119.0
1171,2015,NBA,Tarik Black,blackta01,23,2TM,C,63,39.0,1196,6.6,11.6,0.575,0.0,0.0,0.0,6.6,11.5,0.577,0.575,2.8,5.0,0.551,6.0,9.6,15.6,1.8,0.8,1.0,2.0,6.7,16.0,118.0,108.0
1172,2016,NBA,Tarik Black,blackta01,24,LAL,C,39,0.0,496,5.8,10.5,0.548,0.0,0.0,,5.8,10.5,0.548,0.548,1.9,4.6,0.422,4.5,11.4,15.9,1.6,1.4,1.8,2.2,7.9,13.5,105.0,108.0
1173,2017,NBA,Tarik Black,blackta01,25,LAL,C,67,16.0,1091,6.7,13.1,0.51,0.0,0.1,0.5,6.7,13.0,0.51,0.512,3.7,4.9,0.752,6.4,8.9,15.3,1.7,1.3,2.0,2.6,7.7,17.1,114.0,111.0
1174,2018,NBA,Tarik Black,blackta01,26,HOU,C,51,2.0,536,6.9,11.7,0.591,0.1,1.0,0.091,6.8,10.6,0.638,0.594,2.7,5.8,0.46,5.8,9.2,15.0,1.2,1.9,2.8,3.2,9.8,16.5,110.0,102.0
1175,2010,NBA,DeJuan Blair,blairde01,20,SAS,PF,82,23.0,1494,9.6,17.3,0.556,0.0,0.1,0.0,9.6,17.3,0.558,0.556,3.1,5.6,0.547,7.0,11.4,18.4,2.3,1.8,1.4,3.9,7.9,22.4,108.0,101.0
1176,2011,NBA,DeJuan Blair,blairde01,21,SAS,PF,81,65.0,1734,8.8,17.5,0.501,0.0,0.1,0.0,8.8,17.4,0.503,0.501,2.7,4.1,0.657,6.4,10.5,16.9,2.3,2.8,1.3,3.4,6.4,20.2,106.0,100.0
1177,2012,NBA,DeJuan Blair,blairde01,22,SAS,PF,64,62.0,1363,10.2,19.1,0.534,0.0,0.0,0.0,10.2,19.1,0.535,0.534,2.8,4.5,0.613,5.8,7.5,13.3,3.0,2.2,0.5,3.5,6.4,23.2,108.0,102.0
1178,2013,NBA,DeJuan Blair,blairde01,23,SAS,PF,61,16.0,851,8.5,16.2,0.524,0.0,0.1,0.0,8.5,16.2,0.526,0.524,2.6,4.2,0.629,4.0,9.8,13.8,2.7,2.2,0.6,2.9,6.7,19.6,104.0,99.0
1179,2014,NBA,DeJuan Blair,blairde01,24,DAL,PF,78,13.0,1214,8.9,16.6,0.534,0.0,0.1,0.0,8.9,16.5,0.537,0.534,3.3,5.1,0.636,5.9,9.7,15.6,3.0,2.5,0.9,3.3,8.1,21.0,110.0,105.0
1180,2015,NBA,DeJuan Blair,blairde01,25,WAS,PF,29,0.0,180,7.4,16.2,0.456,0.0,0.0,,7.4,16.2,0.456,0.456,1.1,1.7,0.667,4.6,11.4,15.9,0.9,2.0,0.3,3.7,11.7,15.9,88.0,100.0
1181,2016,NBA,DeJuan Blair,blairde01,26,WAS,C,29,0.0,218,6.3,15.2,0.412,0.0,0.2,0.0,6.3,15.0,0.418,0.412,1.1,2.9,0.385,4.5,8.3,12.7,2.5,1.8,0.4,3.4,11.9,13.6,85.0,105.0
1182,2018,NBA,Antonio Blakeney,blakean01,21,CHI,SG,19,0.0,314,8.2,22.2,0.371,2.3,8.1,0.288,5.9,14.1,0.418,0.423,4.7,6.1,0.769,0.6,4.5,5.1,3.1,1.1,0.2,1.7,3.0,23.5,96.0,114.0
1183,2019,NBA,Antonio Blakeney,blakean01,22,CHI,SG,57,3.0,829,9.7,23.2,0.419,2.1,5.3,0.396,7.6,17.8,0.426,0.465,2.9,4.4,0.658,0.4,5.8,6.2,2.5,0.7,0.5,2.0,2.4,24.5,94.0,116.0
1184,2004,NBA,Steve Blake,blakest01,23,WAS,PG,75,14.0,1392,5.9,15.2,0.386,2.8,7.6,0.371,3.1,7.7,0.4,0.478,2.1,2.5,0.821,0.7,3.7,4.4,7.8,2.1,0.3,4.8,3.7,16.6,95.0,107.0
1185,2005,NBA,Steve Blake,blakest01,24,WAS,PG,44,1.0,648,4.8,14.8,0.328,2.9,7.4,0.387,2.0,7.4,0.269,0.425,2.6,3.3,0.805,1.4,4.2,5.6,5.5,1.0,0.0,3.1,3.7,15.2,98.0,112.0
1186,2006,NBA,Steve Blake,blakest01,25,POR,PG,68,57.0,1781,6.3,14.5,0.438,2.3,5.7,0.413,4.0,8.8,0.455,0.519,2.2,2.8,0.791,0.8,3.7,4.5,9.4,1.3,0.2,2.6,3.3,17.2,114.0,115.0
1187,2007,NBA,Steve Blake,blakest01,26,2TM,PG,82,42.0,2225,4.7,11.4,0.411,1.5,4.7,0.322,3.2,6.8,0.472,0.476,1.0,1.4,0.672,0.5,3.3,3.8,9.2,1.4,0.2,2.9,2.7,11.9,103.0,111.0
1188,2008,NBA,Steve Blake,blakest01,27,POR,PG,81,78.0,2424,5.9,14.4,0.408,2.7,6.7,0.406,3.2,7.7,0.409,0.502,1.1,1.4,0.766,0.7,3.7,4.4,9.3,1.2,0.1,2.5,3.0,15.6,109.0,112.0
1189,2009,NBA,Steve Blake,blakest01,28,POR,PG,69,69.0,2188,7.0,16.4,0.428,3.5,8.3,0.427,3.5,8.1,0.429,0.536,1.6,1.9,0.84,0.7,3.7,4.4,8.8,1.7,0.1,2.7,3.2,19.2,118.0,110.0
1190,2010,NBA,Steve Blake,blakest01,29,2TM,PG,80,38.0,2159,5.4,13.0,0.416,2.9,7.3,0.395,2.5,5.7,0.443,0.527,0.9,1.2,0.75,0.5,4.1,4.6,9.4,1.4,0.1,3.2,3.1,14.6,108.0,111.0
1191,2011,NBA,Steve Blake,blakest01,30,LAL,PG,79,0.0,1581,3.7,10.2,0.359,2.4,6.5,0.378,1.2,3.8,0.327,0.479,0.9,1.0,0.867,0.6,4.6,5.2,5.7,1.3,0.1,2.4,3.3,10.7,101.0,108.0
1192,2012,NBA,Steve Blake,blakest01,31,LAL,PG,53,5.0,1237,4.3,11.5,0.377,2.3,6.8,0.335,2.1,4.7,0.436,0.476,0.9,1.2,0.778,0.4,3.3,3.6,7.5,1.7,0.1,3.1,3.2,11.8,98.0,108.0
1193,2013,NBA,Steve Blake,blakest01,32,LAL,PG,45,13.0,1175,4.9,11.7,0.422,3.1,7.4,0.421,1.8,4.3,0.424,0.556,1.2,1.5,0.771,0.9,4.8,5.7,7.5,1.5,0.3,2.7,3.6,14.1,114.0,109.0
1194,2014,NBA,Steve Blake,blakest01,33,2TM,PG,55,28.0,1498,4.4,11.6,0.377,2.6,6.9,0.376,1.8,4.7,0.378,0.489,1.1,1.4,0.767,0.4,4.8,5.2,10.1,1.8,0.3,3.3,2.8,12.4,103.0,109.0
1195,2015,NBA,Steve Blake,blakest01,34,POR,PG,81,0.0,1529,4.1,10.9,0.373,2.6,7.3,0.352,1.5,3.6,0.417,0.491,1.0,1.4,0.707,0.5,4.0,4.6,9.6,1.4,0.2,3.5,3.9,11.7,103.0,107.0
1196,2016,NBA,Steve Blake,blakest01,35,DET,PG,58,2.0,986,4.8,12.3,0.388,2.7,7.7,0.344,2.1,4.6,0.461,0.496,0.8,1.0,0.8,0.5,4.1,4.6,10.2,1.2,0.3,4.1,3.6,13.0,101.0,108.0
1197,2007,NBA,Will Blalock,blalowi01,23,DET,PG,14,0.0,166,3.0,9.9,0.3,0.3,1.7,0.2,2.7,8.3,0.32,0.317,2.0,2.0,1.0,2.0,3.0,5.0,5.6,1.7,0.0,4.0,3.0,8.3,80.0,108.0
