,season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
4899,2021,NBA,Montrezl Harrell,harremo01,27,LAL,C,69,1.0,1580,11.5,18.6,0.622,0.0,0.3,0.0,11.5,18.3,0.632,0.622,5.6,7.9,0.707,4.9,8.3,13.2,2.2,1.4,1.5,2.3,3.9,28.7,127.0,106.0
4900,2022,NBA,Montrezl Harrell,harremo01,28,2TM,C,71,3.0,1641,10.7,16.6,0.645,0.1,0.5,0.235,10.6,16.1,0.658,0.649,6.3,8.8,0.716,4.4,8.4,12.9,4.3,0.9,1.3,2.1,4.1,27.8,134.0,114.0
4901,2023,NBA,Montrezl Harrell,harremo01,29,PHI,C,57,7.0,681,9.1,15.2,0.598,0.0,0.4,0.0,9.1,14.8,0.616,0.598,5.1,7.3,0.693,4.9,6.7,11.6,2.4,1.2,1.8,2.5,5.5,23.3,124.0,113.0
4902,2016,NBA,Aaron Harrison,harriaa01,21,CHO,SG,21,0.0,93,2.7,10.3,0.263,1.6,5.4,0.3,1.1,4.9,0.222,0.342,2.7,6.5,0.417,2.2,5.9,8.1,1.1,3.2,0.0,2.2,5.4,9.7,77.0,103.0
4903,2017,NBA,Aaron Harrison,harriaa01,22,CHO,SG,5,0.0,17,0.0,11.8,0.0,0.0,5.9,0.0,0.0,5.9,0.0,0.0,3.0,5.9,0.5,0.0,8.9,8.9,8.9,0.0,0.0,0.0,5.9,3.0,55.0,112.0
4904,2018,NBA,Aaron Harrison,harriaa01,23,DAL,SG,9,3.0,233,4.1,14.9,0.275,1.9,9.3,0.209,2.2,5.6,0.385,0.341,2.8,3.7,0.765,0.9,4.3,5.2,2.4,1.9,0.4,0.6,5.8,12.9,87.0,110.0
4905,2003,NBA,Adam Harrington,harriad01,22,2TM,SG,19,0.0,111,5.2,17.5,0.297,2.4,6.6,0.357,2.8,10.9,0.261,0.365,1.4,1.9,0.75,0.5,3.3,3.8,5.7,0.9,0.5,0.9,3.8,14.2,92.0,107.0
4906,1999,NBA,Al Harrington,harrial01,18,IND,PF,21,0.0,160,6.3,19.4,0.321,0.0,1.7,0.0,6.3,17.7,0.353,0.321,3.1,5.2,0.6,6.9,6.6,13.5,1.7,1.4,0.7,3.8,9.0,15.6,82.0,105.0
4907,2000,NBA,Al Harrington,harrial01,19,IND,PF,50,0.0,854,7.3,15.9,0.458,0.5,2.1,0.235,6.8,13.9,0.491,0.473,4.7,6.7,0.703,2.8,6.8,9.6,2.3,1.5,0.5,3.9,7.8,19.8,97.0,104.0
4908,2001,NBA,Al Harrington,harrial01,20,IND,PF,78,38.0,1892,6.8,15.4,0.444,0.0,0.2,0.143,6.8,15.2,0.448,0.445,2.9,4.5,0.656,3.4,7.4,10.8,3.7,1.8,0.5,4.2,6.3,16.6,91.0,102.0
4909,2002,NBA,Al Harrington,harrial01,21,IND,PF,44,1.0,1313,9.1,19.2,0.475,0.0,0.1,0.333,9.1,19.1,0.476,0.476,4.6,5.7,0.799,3.8,7.2,11.0,2.1,1.6,0.8,3.1,6.6,22.9,103.0,104.0
4910,2003,NBA,Al Harrington,harrial01,22,IND,SF,82,37.0,2467,8.3,19.0,0.434,0.3,1.0,0.283,8.0,18.1,0.442,0.441,4.5,5.8,0.77,3.4,7.5,10.9,2.7,1.5,0.7,3.5,6.0,21.3,97.0,102.0
4911,2004,NBA,Al Harrington,harrial01,23,IND,PF,79,15.0,2441,9.5,20.4,0.463,0.5,1.7,0.273,9.0,18.7,0.481,0.475,4.2,5.7,0.734,3.7,7.8,11.4,2.9,1.8,0.5,3.7,5.6,23.6,100.0,98.0
4912,2005,NBA,Al Harrington,harrial01,24,ATL,SF,66,66.0,2550,9.3,20.3,0.459,0.3,1.5,0.216,9.0,18.8,0.479,0.468,4.9,7.2,0.672,3.0,6.5,9.5,4.3,1.8,0.3,4.2,5.1,23.8,99.0,111.0
4913,2006,NBA,Al Harrington,harrial01,25,ATL,PF,76,76.0,2782,10.5,23.3,0.452,1.3,3.6,0.346,9.3,19.6,0.471,0.479,4.6,6.7,0.694,2.5,7.5,10.0,4.5,1.6,0.3,3.7,5.7,26.9,104.0,111.0
4914,2007,NBA,Al Harrington,harrial01,26,2TM,PF,78,78.0,2563,9.7,21.1,0.457,2.5,5.7,0.433,7.2,15.4,0.466,0.516,3.3,4.7,0.694,2.9,6.7,9.7,2.9,1.3,0.5,3.3,5.2,25.1,104.0,108.0
4915,2008,NBA,Al Harrington,harrial01,27,GSW,C,81,59.0,2190,8.9,20.5,0.434,3.4,9.0,0.375,5.5,11.4,0.482,0.517,3.3,4.2,0.774,2.4,7.4,9.7,2.9,1.6,0.4,2.0,5.9,24.4,113.0,110.0
4916,2009,NBA,Al Harrington,harrial01,28,2TM,PF,73,56.0,2546,10.4,23.6,0.439,3.3,9.2,0.364,7.0,14.5,0.487,0.509,4.6,5.7,0.793,1.9,6.9,8.9,2.0,1.7,0.4,3.1,4.4,28.6,105.0,110.0
4917,2010,NBA,Al Harrington,harrial01,29,NYK,PF,72,15.0,2195,10.4,24.0,0.435,3.3,9.5,0.342,7.2,14.5,0.496,0.503,5.6,7.4,0.757,2.0,7.4,9.4,2.6,1.4,0.6,3.1,4.9,29.7,106.0,111.0
4918,2011,NBA,Al Harrington,harrial01,30,DEN,PF,73,3.0,1665,8.5,20.4,0.416,3.5,9.9,0.357,4.9,10.5,0.473,0.503,2.6,3.5,0.735,2.3,7.7,10.0,3.0,1.2,0.3,3.2,6.1,23.1,101.0,108.0
4919,2012,NBA,Al Harrington,harrial01,31,DEN,PF,64,1.0,1761,10.0,22.4,0.446,2.9,8.8,0.333,7.1,13.6,0.519,0.512,3.4,5.1,0.676,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,103.0,105.0
4920,2013,NBA,Al Harrington,harrial01,32,ORL,C,10,0.0,119,8.8,24.9,0.351,3.5,13.1,0.267,5.3,11.8,0.444,0.421,1.3,1.8,0.75,2.6,9.2,11.8,4.4,1.8,0.4,3.1,7.9,22.3,90.0,107.0
4921,2014,NBA,Al Harrington,harrial01,33,WAS,PF,34,0.0,511,8.3,20.9,0.396,3.4,10.1,0.34,4.8,10.8,0.449,0.478,2.7,3.5,0.771,1.5,6.6,8.1,2.8,1.4,0.0,3.4,7.3,22.7,96.0,106.0
4922,2017,NBA,Andrew Harrison,harrian01,22,MEM,PG,72,18.0,1474,4.1,12.7,0.325,1.5,5.5,0.276,2.6,7.2,0.363,0.385,5.2,6.8,0.763,0.8,4.0,4.8,7.0,1.9,0.7,3.0,6.8,15.0,100.0,109.0
4923,2018,NBA,Andrew Harrison,harrian01,23,MEM,PG,56,46.0,1326,6.9,16.4,0.422,1.8,5.4,0.331,5.1,10.9,0.467,0.477,4.7,6.1,0.78,0.9,4.1,5.0,6.7,1.4,1.0,3.1,5.3,20.3,106.0,113.0
4924,2019,NBA,Andrew Harrison,harrian01,24,3TM,PG,17,0.0,187,4.2,13.9,0.302,1.3,6.5,0.2,2.9,7.3,0.393,0.349,4.5,4.7,0.944,1.6,3.7,5.2,6.3,1.0,0.5,3.1,8.9,14.1,95.0,119.0
4925,2005,NBA,David Harrison,harrida01,22,IND,C,43,14.0,760,7.7,13.3,0.576,0.0,0.0,,7.7,13.3,0.576,0.576,3.8,6.6,0.571,3.5,6.3,9.8,0.9,1.2,4.0,3.8,9.7,19.1,102.0,103.0
4926,2006,NBA,David Harrison,harrida01,23,IND,C,67,17.0,1034,7.7,15.2,0.503,0.0,0.0,,7.7,15.2,0.503,0.503,4.6,9.0,0.511,4.3,8.8,13.2,0.7,1.2,3.1,4.1,10.0,19.9,95.0,100.0
4927,2007,NBA,David Harrison,harrida01,24,IND,C,24,2.0,190,8.2,15.8,0.517,0.0,0.0,,8.2,15.8,0.517,0.517,3.0,6.0,0.5,2.5,9.0,11.5,1.6,1.4,3.3,7.1,12.8,19.4,80.0,102.0
4928,2008,NBA,David Harrison,harrida01,25,IND,C,55,0.0,702,6.3,11.9,0.529,0.0,0.0,,6.3,11.9,0.529,0.529,3.4,6.7,0.51,3.0,5.2,8.3,1.0,1.4,4.1,4.1,11.5,16.0,92.0,105.0
4929,2005,NBA,Devin Harris,harride01,21,DAL,PG,76,19.0,1173,6.9,16.2,0.429,1.9,5.8,0.336,5.0,10.4,0.481,0.489,3.4,4.5,0.757,1.2,3.3,4.5,7.5,3.4,0.8,3.6,6.1,19.2,106.0,104.0
4930,2006,NBA,Devin Harris,harride01,22,DAL,PG,56,4.0,1275,8.2,17.4,0.469,0.2,0.9,0.238,7.9,16.5,0.482,0.475,7.2,10.1,0.716,1.1,4.2,5.4,7.6,2.3,0.7,3.6,5.2,23.8,111.0,106.0
4931,2007,NBA,Devin Harris,harride01,23,DAL,PG,80,61.0,2081,7.5,15.3,0.492,0.4,1.3,0.28,7.2,14.0,0.512,0.504,5.5,6.7,0.824,1.2,3.9,5.0,7.6,2.5,0.5,3.8,6.2,20.9,112.0,104.0
4932,2008,NBA,Devin Harris,harride01,24,2TM,PG,64,61.0,2022,8.4,18.1,0.463,1.5,4.4,0.335,6.9,13.8,0.504,0.504,6.5,7.9,0.824,0.7,3.8,4.5,9.7,2.4,0.3,4.2,5.0,24.8,112.0,108.0
4933,2009,NBA,Devin Harris,harride01,25,NJN,PG,69,69.0,2494,9.7,22.2,0.438,1.4,4.7,0.291,8.4,17.5,0.477,0.469,10.6,13.0,0.82,0.6,4.3,4.9,10.2,2.4,0.3,4.5,3.5,31.5,113.0,111.0
4934,2010,NBA,Devin Harris,harride01,26,NJN,PG,64,61.0,2221,8.4,20.9,0.403,1.4,5.1,0.276,7.0,15.8,0.444,0.437,7.3,9.1,0.798,0.6,4.2,4.8,10.0,1.9,0.4,4.3,4.2,25.6,103.0,112.0
4935,2011,NBA,Devin Harris,harride01,27,2TM,PG,71,70.0,2254,8.1,19.2,0.422,1.4,4.3,0.322,6.7,15.0,0.45,0.458,7.9,9.5,0.833,0.4,3.6,4.0,11.9,1.7,0.2,4.9,3.8,25.5,108.0,112.0
4936,2012,NBA,Devin Harris,harride01,28,UTA,PG,63,63.0,1741,7.3,16.3,0.445,2.3,6.4,0.362,4.9,9.9,0.498,0.516,4.7,6.3,0.746,0.4,3.0,3.4,9.5,1.9,0.4,3.7,4.1,21.6,112.0,109.0
4937,2013,NBA,Devin Harris,harride01,29,ATL,SG,58,34.0,1421,7.1,16.2,0.438,2.8,8.4,0.335,4.3,7.8,0.549,0.525,4.1,5.6,0.727,0.2,4.0,4.2,7.2,2.3,0.5,3.2,3.8,21.0,108.0,106.0
4938,2014,NBA,Devin Harris,harride01,30,DAL,PG,40,0.0,818,6.0,15.9,0.378,1.9,6.3,0.307,4.1,9.6,0.425,0.439,5.8,7.2,0.8,0.5,4.8,5.3,11.2,1.8,0.1,3.7,4.5,19.8,109.0,111.0
4939,2015,NBA,Devin Harris,harride01,31,DAL,PG,76,3.0,1685,6.6,15.7,0.418,2.8,8.0,0.357,3.7,7.7,0.481,0.509,4.0,4.8,0.815,0.4,3.7,4.0,7.1,2.3,0.4,2.5,4.4,19.9,113.0,108.0
4940,2016,NBA,Devin Harris,harride01,32,DAL,PG,64,0.0,1280,6.6,14.9,0.447,2.1,6.3,0.329,4.6,8.6,0.532,0.516,4.0,5.6,0.721,0.7,4.8,5.5,4.7,2.4,0.5,2.6,4.9,19.4,107.0,107.0
4941,2017,NBA,Devin Harris,harride01,33,DAL,PG,65,0.0,1087,6.5,16.3,0.399,2.8,8.5,0.328,3.7,7.9,0.476,0.484,5.1,6.2,0.829,0.5,5.6,6.1,6.5,2.1,0.3,2.7,4.8,20.9,108.0,109.0
4942,2018,NBA,Devin Harris,harride01,34,2TM,PG,71,1.0,1340,7.0,16.9,0.412,2.9,8.5,0.348,4.0,8.5,0.476,0.499,5.3,6.3,0.835,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,110.0,111.0
4943,2019,NBA,Devin Harris,harride01,35,DAL,PG,68,2.0,1071,6.0,15.7,0.38,2.8,9.1,0.31,3.2,6.7,0.476,0.47,4.6,6.1,0.761,0.5,4.5,5.1,5.5,1.6,0.7,2.5,6.0,19.4,107.0,112.0
4944,2014,NBA,Elias Harris,harriel01,24,LAL,SF,2,0.0,11,0.0,4.4,0.0,0.0,0.0,,0.0,4.4,0.0,0.0,0.0,0.0,,4.4,0.0,4.4,4.4,4.4,0.0,0.0,0.0,0.0,92.0,110.0
4945,2015,NBA,Gary Harris,harriga01,20,DEN,SG,55,6.0,719,4.6,15.1,0.304,1.5,7.2,0.204,3.1,7.9,0.395,0.353,2.4,3.3,0.745,1.5,3.0,4.4,2.0,2.7,0.5,2.6,4.9,13.1,81.0,109.0
4946,2016,NBA,Gary Harris,harriga01,21,DEN,SG,76,76.0,2439,7.4,15.7,0.469,2.2,6.1,0.354,5.2,9.6,0.543,0.538,2.2,2.7,0.82,1.1,3.4,4.5,3.0,2.0,0.4,2.0,2.9,19.2,110.0,111.0
4947,2017,NBA,Gary Harris,harriga01,22,DEN,SG,57,56.0,1782,8.8,17.5,0.502,2.9,7.0,0.42,5.8,10.5,0.558,0.586,2.8,3.7,0.776,1.3,3.6,4.9,4.5,1.9,0.2,2.1,2.5,23.3,121.0,114.0
4948,2018,NBA,Gary Harris,harriga01,23,DEN,SG,67,65.0,2304,9.5,19.5,0.485,3.4,8.5,0.396,6.1,11.1,0.553,0.57,2.9,3.5,0.827,0.8,3.0,3.8,4.2,2.6,0.3,2.6,2.6,25.2,115.0,112.0
4949,2019,NBA,Gary Harris,harriga01,24,DEN,SG,57,48.0,1639,8.1,19.1,0.424,2.5,7.3,0.339,5.6,11.8,0.476,0.488,3.4,4.3,0.799,1.2,3.6,4.8,3.8,1.6,0.6,2.0,3.4,22.1,108.0,111.0
4950,2020,NBA,Gary Harris,harriga01,25,DEN,SG,56,55.0,1780,6.1,14.4,0.42,1.9,5.8,0.333,4.1,8.6,0.479,0.487,2.1,2.6,0.815,0.7,3.8,4.5,3.3,2.1,0.4,1.7,3.2,16.1,105.0,113.0
4951,2021,NBA,Gary Harris,harriga01,26,2TM,SG,39,38.0,1080,6.3,15.7,0.4,2.2,6.4,0.34,4.1,9.3,0.441,0.47,2.9,3.5,0.821,1.0,2.6,3.6,3.5,1.3,0.5,1.7,3.2,17.6,105.0,117.0
4952,2022,NBA,Gary Harris,harriga01,27,ORL,SG,61,30.0,1730,6.7,15.5,0.434,3.2,8.4,0.384,3.5,7.0,0.494,0.539,2.3,2.7,0.874,1.0,2.4,3.4,3.0,1.6,0.3,1.7,3.1,19.0,110.0,116.0
4953,2023,NBA,Gary Harris,harriga01,28,ORL,SG,48,42.0,1184,5.6,12.5,0.45,3.8,8.9,0.431,1.8,3.6,0.494,0.603,1.1,1.2,0.9,0.9,3.1,4.0,2.4,1.8,0.5,1.1,3.8,16.2,122.0,116.0
4954,2024,NBA,Gary Harris,harriga01,29,ORL,SG,54,27.0,1297,5.0,11.3,0.441,2.9,7.8,0.371,2.1,3.5,0.598,0.569,1.3,1.7,0.756,0.9,2.6,3.5,3.3,1.9,0.5,1.2,3.5,14.2,120.0,114.0
4955,2025,NBA,Gary Harris,harriga01,30,ORL,SG,48,3.0,711,3.6,9.3,0.383,2.5,7.1,0.356,1.1,2.2,0.469,0.519,0.5,0.8,0.583,1.4,3.1,4.5,2.1,1.8,0.8,1.2,3.2,10.2,107.0,112.0
4956,2021,NBA,Jalen Harris,harrija01,22,TOR,SG,13,2.0,172,10.1,20.3,0.5,4.8,10.1,0.472,5.3,10.1,0.528,0.618,2.0,2.5,0.778,0.8,4.2,5.1,4.8,2.3,0.0,3.9,4.2,27.0,110.0,114.0
4957,2015,NBA,Joe Harris,harrijo01,23,CLE,SG,51,1.0,493,5.1,12.7,0.4,3.3,8.9,0.369,1.8,3.8,0.472,0.529,0.9,1.6,0.6,0.7,3.6,4.3,2.7,0.7,0.2,2.8,6.5,14.3,97.0,111.0
4958,2016,NBA,Joe Harris,harrijo01,24,CLE,SG,5,0.0,15,3.4,13.7,0.25,3.4,13.7,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,10.3,10.3,6.9,0.0,0.0,3.4,3.4,10.3,81.0,107.0
4959,2017,NBA,Joe Harris,harrijo01,25,BRK,SG,52,11.0,1138,6.4,15.1,0.425,3.5,9.2,0.385,2.9,5.9,0.489,0.543,1.5,2.0,0.714,0.7,5.5,6.1,2.2,1.2,0.3,2.3,5.0,17.8,101.0,113.0
4960,2018,NBA,Joe Harris,harrijo01,26,BRK,SG,78,14.0,1975,7.5,15.3,0.491,3.7,8.8,0.419,3.8,6.5,0.589,0.612,2.1,2.6,0.827,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,116.0,113.0
4961,2019,NBA,Joe Harris,harrijo01,27,BRK,SG,76,76.0,2293,7.8,15.5,0.5,3.8,8.0,0.474,4.0,7.5,0.528,0.622,2.3,2.8,0.827,1.1,5.0,6.0,3.8,0.8,0.4,2.5,3.8,21.6,119.0,113.0
4962,2020,NBA,Joe Harris,harrijo01,28,BRK,SF,69,69.0,2123,8.5,17.5,0.486,3.8,9.0,0.424,4.7,8.4,0.553,0.596,1.4,2.0,0.719,1.4,5.2,6.6,3.2,0.9,0.4,2.3,3.5,22.2,114.0,112.0
4963,2021,NBA,Joe Harris,harrijo01,29,BRK,SF,69,65.0,2141,8.0,15.9,0.505,4.8,10.0,0.475,3.3,5.9,0.555,0.654,1.1,1.4,0.778,1.0,4.6,5.6,2.9,1.0,0.3,1.4,3.2,21.9,126.0,117.0
4964,2022,NBA,Joe Harris,harrijo01,30,BRK,SF,14,14.0,423,6.4,14.2,0.452,4.7,10.1,0.466,1.7,4.1,0.417,0.617,0.6,0.7,0.833,0.6,5.8,6.4,1.6,0.8,0.2,1.8,3.6,18.1,112.0,116.0
4965,2023,NBA,Joe Harris,harrijo01,31,BRK,SF,74,33.0,1527,6.4,14.1,0.457,4.5,10.6,0.426,1.9,3.4,0.551,0.618,0.6,0.9,0.643,0.7,4.5,5.2,3.2,1.1,0.4,1.3,4.5,18.0,119.0,117.0
4966,2024,NBA,Joe Harris,harrijo01,32,DET,SG,16,0.0,170,4.0,11.0,0.359,2.8,8.5,0.333,1.1,2.5,0.444,0.487,0.3,0.6,0.5,0.8,2.8,3.7,2.8,0.8,0.6,1.1,5.4,11.0,102.0,122.0
4967,2003,NBA,Junior Harrington,harriju01,22,DEN,PG,82,51.0,2003,4.4,12.3,0.362,0.2,0.7,0.25,4.3,11.6,0.369,0.369,1.9,2.9,0.652,1.2,5.4,6.6,7.3,2.1,0.4,4.1,6.6,11.0,81.0,102.0
4968,2005,NBA,Junior Harrington,harriju01,24,NOH,SG,29,7.0,550,6.4,17.7,0.36,0.6,1.9,0.316,5.8,15.8,0.365,0.376,2.9,3.5,0.829,1.3,5.0,6.3,6.2,2.5,0.5,4.1,7.2,16.2,85.0,107.0
4969,2007,NBA,Junior Harrington,harriju01,26,MEM,PG,29,8.0,543,5.4,12.9,0.416,0.7,2.5,0.269,4.7,10.5,0.45,0.442,2.9,4.3,0.674,1.1,5.3,6.4,8.4,2.0,0.5,4.9,7.5,14.4,92.0,112.0
4970,2023,NBA,Kevon Harris,harrike01,25,ORL,SG,34,0.0,457,5.0,11.3,0.439,1.7,4.5,0.372,3.3,6.8,0.484,0.514,3.3,4.3,0.756,3.0,4.4,7.4,1.7,1.8,0.5,2.2,5.6,14.9,110.0,115.0
4971,2024,NBA,Kevon Harris,harrike01,26,ORL,SG,2,0.0,6,16.5,24.8,0.667,0.0,0.0,,16.5,24.8,0.667,0.667,0.0,0.0,,0.0,16.5,16.5,8.3,0.0,0.0,8.3,24.8,33.0,101.0,110.0
4972,1999,NBA,Lucious Harris,harrilu01,28,NJN,SG,36,5.0,602,6.4,15.8,0.403,1.0,4.4,0.22,5.4,11.4,0.473,0.434,3.1,4.2,0.75,1.8,4.0,5.8,2.7,1.6,0.6,1.6,4.5,16.8,103.0,107.0
4973,2000,NBA,Lucious Harris,harrilu01,29,NJN,SG,77,11.0,1510,6.8,15.9,0.428,1.3,4.0,0.33,5.5,12.0,0.46,0.469,2.7,3.4,0.798,1.8,4.6,6.4,3.4,2.2,0.2,1.4,3.4,17.6,108.0,107.0
4974,2001,NBA,Lucious Harris,harrilu01,30,NJN,SG,73,50.0,2071,6.7,15.7,0.425,1.2,3.3,0.348,5.5,12.4,0.445,0.462,2.7,3.5,0.77,1.8,5.5,7.3,3.4,1.9,0.4,1.6,3.2,17.2,104.0,107.0
4975,2002,NBA,Lucious Harris,harrilu01,31,NJN,SG,74,0.0,1553,8.4,18.1,0.464,1.5,4.0,0.373,6.9,14.1,0.489,0.505,4.5,5.3,0.842,1.6,5.3,7.0,3.9,1.8,0.2,2.1,3.3,22.7,113.0,102.0
4976,2003,NBA,Lucious Harris,harrilu01,32,NJN,SG,77,25.0,1973,7.9,19.2,0.413,1.2,3.6,0.346,6.7,15.5,0.429,0.446,4.0,5.0,0.804,1.7,4.5,6.2,4.1,1.4,0.2,1.9,2.5,21.1,105.0,102.0
4977,2004,NBA,Lucious Harris,harrilu01,33,NJN,PG,69,15.0,1504,6.7,16.5,0.404,1.4,3.6,0.376,5.3,12.9,0.412,0.445,2.4,2.8,0.846,1.4,3.6,5.0,4.8,1.5,0.1,1.9,2.6,17.1,100.0,102.0
4978,2005,NBA,Lucious Harris,harrilu01,34,CLE,SG,73,4.0,1128,5.6,14.2,0.395,1.0,3.1,0.323,4.6,11.1,0.415,0.43,2.7,3.3,0.812,1.8,3.9,5.7,2.3,1.3,0.3,1.4,3.2,14.8,104.0,110.0
4979,2011,NBA,Manny Harris,harrima01,21,CLE,SG,54,15.0,933,6.0,16.0,0.374,1.9,5.1,0.37,4.1,10.9,0.376,0.433,3.9,5.1,0.763,2.0,5.8,7.7,4.7,1.7,0.4,3.5,3.6,17.7,95.0,112.0
4980,2012,NBA,Manny Harris,harrima01,22,CLE,SG,26,5.0,456,6.9,17.3,0.4,1.4,4.1,0.333,5.5,13.1,0.421,0.44,4.7,6.8,0.695,1.3,6.8,8.1,3.6,1.5,0.7,3.1,3.2,19.9,97.0,109.0
4981,2014,NBA,Manny Harris,harrima01,24,LAL,SG,9,0.0,180,7.6,18.9,0.4,1.9,5.4,0.35,5.7,13.5,0.42,0.45,2.7,3.2,0.833,1.9,7.3,9.2,3.0,1.1,0.3,2.4,2.7,19.7,95.0,112.0
4982,2017,NBA,Manny Harris,harrima01,27,DAL,SG,4,0.0,25,6.2,31.2,0.2,0.0,4.2,0.0,6.2,27.1,0.231,0.2,4.2,8.3,0.5,6.2,12.5,18.7,4.2,0.0,0.0,4.2,2.1,16.7,61.0,110.0
4983,2008,NBA,Mike Harris,harrimi01,24,HOU,PF,17,0.0,159,9.0,18.0,0.5,0.0,0.7,0.0,9.0,17.4,0.519,0.5,2.7,4.3,0.615,8.0,10.0,18.0,1.0,2.0,1.0,3.0,5.3,20.7,107.0,99.0
4984,2010,NBA,Mike Harris,harrimi01,26,2TM,PF,13,0.0,96,5.9,16.0,0.367,0.0,0.5,0.0,5.9,15.5,0.379,0.367,3.7,5.9,0.636,5.3,7.5,12.8,1.6,2.7,0.5,4.8,7.5,15.5,82.0,105.0
4985,2011,NBA,Mike Harris,harrimi01,27,HOU,PF,4,0.0,16,9.6,19.1,0.5,0.0,0.0,,9.6,19.1,0.5,0.5,6.4,12.7,0.5,6.4,9.6,15.9,3.2,0.0,3.2,3.2,6.4,25.5,107.0,108.0
4986,2014,NBA,Mike Harris,harrimi01,30,UTA,PF,20,0.0,225,6.8,14.2,0.475,0.0,0.5,0.0,6.8,13.8,0.492,0.475,6.1,6.3,0.963,3.5,4.2,7.7,1.2,3.7,1.6,2.6,8.4,19.6,112.0,107.0
4987,1999,NBA,Othella Harrington,harriot01,25,HOU,PF,41,10.0,903,9.3,18.2,0.513,0.0,0.0,,9.3,18.2,0.513,0.513,5.3,7.3,0.721,4.3,10.4,14.7,0.9,0.4,1.5,3.7,6.2,23.9,105.0,103.0
4988,2000,NBA,Othella Harrington,harriot01,26,VAN,PF,82,82.0,2677,8.3,16.4,0.506,0.0,0.0,0.0,8.3,16.3,0.507,0.506,4.7,5.9,0.792,3.9,7.2,11.1,1.9,0.7,1.1,4.3,5.7,21.2,102.0,109.0
4989,2001,NBA,Othella Harrington,harriot01,27,2TM,C,74,45.0,1815,7.2,14.9,0.487,0.0,0.1,0.0,7.2,14.8,0.49,0.487,5.0,6.6,0.763,4.1,7.3,11.4,1.6,1.0,1.3,4.3,7.0,19.5,98.0,104.0
4990,2002,NBA,Othella Harrington,harriot01,28,NYK,PF,77,4.0,1563,8.1,15.4,0.527,0.0,0.1,0.0,8.1,15.3,0.529,0.527,4.2,5.9,0.709,4.3,7.7,11.9,1.3,1.0,1.2,3.3,8.6,20.4,105.0,106.0
4991,2003,NBA,Othella Harrington,harriot01,29,NYK,PF,74,64.0,1850,6.4,12.7,0.508,0.0,0.0,,6.4,12.7,0.508,0.508,3.5,4.3,0.82,4.7,8.9,13.6,1.8,0.3,0.7,2.6,6.6,16.4,110.0,107.0
4992,2004,NBA,Othella Harrington,harriot01,30,NYK,PF,56,3.0,872,6.1,12.4,0.495,0.0,0.0,,6.1,12.4,0.495,0.495,3.6,4.8,0.744,3.6,7.3,10.9,1.8,0.7,0.9,4.0,8.2,15.9,97.0,105.0
4993,2005,NBA,Othella Harrington,harriot01,31,CHI,PF,70,28.0,1271,8.9,17.3,0.512,0.0,0.0,,8.9,17.3,0.512,0.512,5.2,7.2,0.718,4.3,7.6,11.9,2.3,1.0,0.7,3.4,7.7,22.9,107.0,101.0
4994,2006,NBA,Othella Harrington,harriot01,32,CHI,C,72,23.0,824,8.5,17.1,0.495,0.0,0.0,,8.5,17.1,0.495,0.495,4.8,7.7,0.626,3.4,6.3,9.7,2.4,0.4,0.8,3.8,8.2,21.7,99.0,106.0
4995,2007,NBA,Othella Harrington,harriot01,33,CHA,PF,26,0.0,220,5.9,13.3,0.446,0.0,0.0,,5.9,13.3,0.446,0.446,4.0,5.2,0.773,3.1,5.9,9.0,1.4,0.2,0.2,3.6,11.6,15.9,94.0,111.0
4996,2008,NBA,Othella Harrington,harriot01,34,CHA,C,22,0.0,166,5.7,13.2,0.429,0.0,0.0,,5.7,13.2,0.429,0.429,3.1,5.0,0.625,3.5,9.8,13.2,1.3,0.3,1.3,3.5,10.7,14.5,89.0,109.0
4997,2018,NBA,Shaquille Harrison,harrish01,24,PHO,PG,23,2.0,384,7.4,15.5,0.476,0.7,3.2,0.231,6.6,12.2,0.541,0.5,3.5,4.7,0.737,1.1,6.5,7.6,6.9,3.2,0.9,2.7,5.2,18.9,109.0,109.0
4998,2019,NBA,Shaquille Harrison,harrish01,25,CHI,SG,73,11.0,1430,6.2,14.4,0.432,0.8,3.0,0.27,5.4,11.4,0.475,0.46,2.8,4.2,0.667,1.1,6.4,7.5,4.7,3.0,1.0,2.0,4.2,16.1,101.0,110.0
4999,2020,NBA,Shaquille Harrison,harrish01,26,CHI,SG,43,10.0,484,7.7,16.4,0.467,1.6,4.2,0.381,6.1,12.2,0.496,0.515,3.9,5.0,0.78,2.2,6.4,8.6,4.9,3.4,1.9,1.9,5.5,20.8,116.0,105.0
