season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2024,NBA,Micah Potter,pottemi01,25.0,UTA,PF,16,0.0,186,3.7,7.7,0.475,1.7,4.1,0.429,1.9,3.7,0.526,0.588,1.2,1.5,0.75,1.9,6.4,8.3,1.2,0.8,1.2,1.0,2.7,10.3
2025,NBA,Micah Potter,pottemi01,26.0,UTA,C,38,10.0,705,2.9,6.9,0.422,1.6,5.0,0.316,1.3,1.9,0.703,0.537,0.9,1.0,0.85,2.2,6.2,8.4,1.6,0.7,0.7,1.6,2.6,8.3
2015,NBA,Dwight Powell,poweldw01,23.0,2TM,PF,29,0.0,236,4.7,10.2,0.463,0.5,1.7,0.273,4.3,8.5,0.5,0.485,3.8,5.0,0.758,2.7,4.9,7.6,1.4,1.4,0.9,1.7,6.1,13.7
2016,NBA,Dwight Powell,poweldw01,24.0,DAL,PF,69,2.0,992,5.3,10.7,0.493,0.1,0.6,0.125,5.2,10.2,0.514,0.497,3.8,5.2,0.739,3.0,6.9,9.9,1.6,1.3,0.9,1.5,4.3,14.5
2017,NBA,Dwight Powell,poweldw01,25.0,DAL,C,77,3.0,1333,5.2,10.2,0.515,0.6,2.0,0.284,4.7,8.2,0.571,0.542,2.9,3.8,0.759,2.5,5.8,8.3,1.3,1.6,1.1,0.9,3.6,13.9
2018,NBA,Dwight Powell,poweldw01,26.0,DAL,C,79,24.0,1672,5.5,9.3,0.593,0.6,1.8,0.333,4.9,7.4,0.656,0.626,2.9,4.0,0.719,2.9,6.7,9.6,2.0,1.4,0.7,1.3,4.0,14.4
2019,NBA,Dwight Powell,poweldw01,27.0,DAL,C,77,22.0,1662,6.3,10.5,0.597,0.8,2.8,0.307,5.4,7.8,0.699,0.637,4.2,5.5,0.772,3.0,5.9,8.9,2.4,1.0,1.1,1.5,4.4,17.7
2020,NBA,Dwight Powell,poweldw01,28.0,DAL,C,40,37.0,1061,5.0,7.8,0.638,0.3,1.3,0.256,4.6,6.4,0.716,0.659,2.5,3.8,0.667,2.5,5.2,7.7,2.0,1.2,0.7,1.2,3.5,12.8
2021,NBA,Dwight Powell,poweldw01,29.0,DAL,C,58,19.0,966,4.5,7.2,0.619,0.2,0.8,0.238,4.3,6.4,0.665,0.631,3.6,4.6,0.782,3.0,5.7,8.7,2.3,1.3,1.1,1.5,5.0,12.7
2022,NBA,Dwight Powell,poweldw01,30.0,DAL,C,82,71.0,1798,5.4,8.0,0.671,0.3,0.7,0.351,5.1,7.3,0.703,0.687,3.3,4.2,0.783,3.5,4.6,8.1,1.9,0.7,0.8,1.3,4.4,14.4
2023,NBA,Dwight Powell,poweldw01,31.0,DAL,C,76,64.0,1458,4.9,6.6,0.732,0.0,0.1,0.0,4.9,6.5,0.746,0.732,2.8,4.1,0.667,3.7,4.1,7.8,1.7,1.2,0.6,1.6,5.2,12.5
2024,NBA,Dwight Powell,poweldw01,32.0,DAL,C,63,9.0,836,3.1,4.6,0.679,0.0,0.1,0.333,3.1,4.4,0.689,0.684,2.7,3.8,0.708,4.2,5.0,9.2,3.6,1.1,0.9,1.4,4.9,9.0
2025,NBA,Dwight Powell,poweldw01,33.0,DAL,C,55,3.0,551,2.7,4.0,0.689,0.1,0.3,0.4,2.6,3.7,0.714,0.705,1.8,2.8,0.651,3.1,4.6,7.7,3.6,1.2,1.4,1.2,4.9,7.4
2007,NBA,Leon Powe,powele01,23.0,BOS,C,63,2.0,720,3.9,8.8,0.446,0.0,0.1,0.0,3.9,8.8,0.451,0.446,5.3,7.2,0.736,4.8,5.9,10.7,0.5,0.7,1.1,2.3,5.2,13.2
2008,NBA,Leon Powe,powele01,24.0,BOS,C,56,5.0,809,6.9,12.0,0.572,0.0,0.0,0.0,6.9,11.9,0.575,0.572,6.1,8.6,0.71,4.2,5.9,10.1,0.7,0.7,0.7,1.9,5.7,19.8
2009,NBA,Leon Powe,powele01,25.0,BOS,PF,70,7.0,1227,5.2,9.9,0.524,0.0,0.0,,5.2,9.9,0.524,0.524,5.4,7.8,0.689,4.3,5.9,10.1,1.3,0.7,1.1,2.2,5.6,15.8
2010,NBA,Leon Powe,powele01,26.0,CLE,SF,20,2.0,236,3.2,7.5,0.429,0.0,0.0,,3.2,7.5,0.429,0.429,5.6,9.6,0.587,2.9,6.4,9.3,0.0,0.9,0.3,1.7,5.5,12.1
2011,NBA,Leon Powe,powele01,27.0,2TM,PF,30,3.0,328,6.5,13.1,0.496,0.0,0.2,0.0,6.5,12.8,0.504,0.496,4.4,7.9,0.556,2.6,4.3,6.9,0.8,1.1,0.4,1.3,4.8,17.3
2006,NBA,Josh Powell,poweljo01,23.0,DAL,PF,37,2.0,429,3.1,6.8,0.457,0.0,0.0,,3.1,6.8,0.457,0.457,3.0,3.8,0.8,2.3,4.4,6.8,0.8,0.6,0.3,1.8,4.4,9.2
2007,NBA,Josh Powell,poweljo01,24.0,2TM,PF,37,0.0,353,4.4,9.5,0.462,0.0,0.0,,4.4,9.5,0.462,0.462,3.1,4.3,0.714,2.4,6.5,9.0,2.1,0.5,1.2,3.0,6.2,11.8
2008,NBA,Josh Powell,poweljo01,25.0,LAC,C,64,25.0,1228,4.3,9.2,0.46,0.0,0.1,0.0,4.3,9.1,0.465,0.46,1.8,2.6,0.724,3.4,6.3,9.7,1.4,0.4,0.7,1.9,3.8,10.3
2009,NBA,Josh Powell,poweljo01,26.0,LAL,PF,60,1.0,703,5.4,12.2,0.444,0.0,0.0,,5.4,12.2,0.444,0.444,1.9,2.6,0.76,3.6,5.4,9.0,1.4,0.5,0.9,2.6,5.0,12.8
2010,NBA,Josh Powell,poweljo01,27.0,LAL,PF,63,0.0,581,4.4,12.0,0.366,0.4,1.0,0.438,4.0,11.0,0.36,0.384,1.2,1.9,0.645,2.7,4.5,7.2,2.2,0.6,0.4,2.0,4.4,10.5
2011,NBA,Josh Powell,poweljo01,28.0,ATL,PF,54,0.0,653,5.2,11.5,0.452,0.0,0.1,0.0,5.2,11.4,0.454,0.452,2.0,2.5,0.8,2.7,4.7,7.4,1.2,0.3,0.3,2.9,4.3,12.3
2014,NBA,Josh Powell,poweljo01,31.0,HOU,PF,1,0.0,19,3.8,11.4,0.333,0.0,0.0,,3.8,11.4,0.333,0.333,0.0,0.0,,0.0,9.5,9.5,0.0,0.0,1.9,1.9,1.9,7.6
2008,NBA,Kasib Powell,powelka01,26.0,MIA,SF,11,4.0,304,4.1,11.3,0.368,0.9,3.9,0.242,3.2,7.3,0.435,0.411,0.7,1.1,0.667,0.9,4.3,5.2,2.1,1.1,0.2,0.6,2.1,9.9
2022,NBA,Myles Powell,powelmy01,24.0,PHI,PG,11,0.0,52,3.5,11.8,0.294,0.7,4.2,0.167,2.8,7.6,0.364,0.324,1.4,1.4,1.0,0.7,3.5,4.2,2.1,0.7,0.0,2.1,5.5,9.0
2016,NBA,Norman Powell,powelno01,22.0,TOR,SG,49,24.0,725,4.8,11.4,0.424,1.8,4.4,0.404,3.0,7.0,0.436,0.502,2.1,2.6,0.811,0.8,4.7,5.5,2.3,1.4,0.5,1.6,2.9,13.6
2017,NBA,Norman Powell,powelno01,23.0,TOR,SG,76,18.0,1368,6.0,13.3,0.449,1.5,4.6,0.324,4.5,8.8,0.514,0.504,3.3,4.2,0.792,0.7,3.8,4.4,2.2,1.4,0.4,1.8,3.3,16.7
2018,NBA,Norman Powell,powelno01,24.0,TOR,SG,70,18.0,1062,5.1,12.7,0.401,1.8,6.3,0.285,3.3,6.4,0.516,0.472,1.1,1.3,0.821,0.5,3.6,4.0,3.0,1.3,0.5,2.2,3.8,13.1
2019,NBA,Norman Powell,powelno01,25.0,TOR,SG,60,3.0,1126,6.2,12.8,0.483,2.2,5.4,0.4,4.0,7.4,0.543,0.568,2.0,2.4,0.827,0.5,3.9,4.4,2.9,1.2,0.4,2.1,3.1,16.5
2020,NBA,Norman Powell,powelno01,26.0,TOR,SG,52,26.0,1479,7.2,14.6,0.495,2.7,6.6,0.399,4.6,7.9,0.575,0.586,3.1,3.7,0.843,0.6,4.0,4.6,2.2,1.5,0.5,1.9,2.6,20.2
2021,NBA,Norman Powell,powelno01,27.0,2TM,SF,69,58.0,2205,7.2,15.0,0.477,2.8,6.8,0.411,4.4,8.2,0.532,0.57,3.9,4.4,0.871,0.7,2.8,3.5,2.1,1.3,0.3,1.9,2.6,20.9
2022,NBA,Norman Powell,powelno01,28.0,2TM,SG,45,41.0,1458,6.9,14.9,0.461,2.6,6.2,0.419,4.3,8.7,0.491,0.549,4.7,5.8,0.811,0.5,3.1,3.6,2.4,1.0,0.5,1.7,2.6,21.1
2023,NBA,Norman Powell,powelno01,29.0,LAC,SG,60,8.0,1567,7.8,16.3,0.479,2.6,6.6,0.397,5.2,9.7,0.534,0.559,5.2,6.4,0.812,0.6,3.5,4.0,2.5,1.1,0.4,2.3,2.9,23.4
2024,NBA,Norman Powell,powelno01,30.0,LAC,SG,76,3.0,1990,6.7,13.9,0.486,3.0,6.9,0.435,3.7,6.9,0.536,0.594,2.6,3.1,0.831,0.3,3.2,3.5,1.5,0.8,0.4,1.2,2.5,19.1
2025,NBA,Norman Powell,powelno01,31.0,LAC,SG,60,60.0,1958,8.4,17.4,0.484,3.3,7.9,0.418,5.1,9.5,0.538,0.578,3.9,4.9,0.804,0.4,3.1,3.5,2.3,1.3,0.2,2.0,2.1,24.0
2007,NBA,Roger Powell,powelro01,24.0,UTA,SF,3,0.0,13,0.0,8.3,0.0,0.0,2.8,0.0,0.0,5.5,0.0,0.0,5.5,5.5,1.0,8.3,0.0,8.3,0.0,0.0,0.0,8.3,5.5,5.5
2017,NBA,Alex Poythress,poythal01,23.0,PHI,PF,6,1.0,157,5.7,12.4,0.463,1.4,4.4,0.316,4.4,8.0,0.543,0.519,1.8,2.3,0.8,2.5,4.1,6.6,1.1,0.7,0.5,0.7,3.2,14.7
2018,NBA,Alex Poythress,poythal01,24.0,IND,PF,25,0.0,104,3.8,9.0,0.423,1.4,3.8,0.364,2.4,5.2,0.467,0.5,0.0,0.0,,2.4,3.5,5.9,0.7,1.0,0.3,0.7,5.5,9.0
2019,NBA,Alex Poythress,poythal01,25.0,ATL,PF,21,1.0,305,4.7,9.6,0.494,1.1,2.7,0.391,3.7,6.8,0.534,0.549,2.1,3.4,0.621,3.4,5.5,9.0,2.0,0.5,1.2,1.5,5.5,12.6
2014,NBA,Phil Pressey,pressph01,22.0,BOS,PG,75,11.0,1132,2.5,8.0,0.308,0.9,3.4,0.264,1.6,4.7,0.34,0.364,0.9,1.4,0.644,0.6,2.7,3.3,7.7,2.2,0.2,2.8,3.1,6.8
2015,NBA,Phil Pressey,pressph01,23.0,BOS,PG,50,0.0,600,3.8,10.4,0.368,1.0,3.9,0.246,2.9,6.5,0.44,0.414,2.0,2.9,0.673,0.8,4.0,4.8,7.0,1.8,0.4,2.5,3.2,10.6
2016,NBA,Phil Pressey,pressph01,24.0,2TM,PG,23,0.0,283,3.8,9.9,0.385,0.5,2.3,0.222,3.3,7.6,0.433,0.41,1.7,3.2,0.52,0.4,3.6,3.9,9.5,2.3,0.5,4.2,3.6,9.8
2023,NBA,Jason Preston,prestja01,23.0,LAC,PG,14,0.0,124,5.2,11.9,0.439,1.5,5.2,0.278,3.8,6.7,0.565,0.5,0.0,0.6,0.0,0.6,5.8,6.4,7.8,0.6,0.0,2.9,2.0,11.9
2024,NBA,Jason Preston,prestja01,24.0,UTA,PG,7,0.0,71,3.0,9.6,0.316,0.0,1.5,0.0,3.0,8.1,0.375,0.316,0.0,0.0,,3.0,5.6,8.6,8.1,1.0,0.5,1.0,1.5,6.1
2010,NBA,A.J. Price,priceaj01,23.0,IND,PG,56,2.0,865,6.0,14.7,0.41,2.5,7.2,0.345,3.5,7.5,0.472,0.494,2.5,3.1,0.8,0.5,3.2,3.7,4.4,1.5,0.1,2.5,2.2,17.1
2011,NBA,A.J. Price,priceaj01,24.0,IND,PG,50,0.0,795,5.2,14.5,0.356,1.9,6.7,0.275,3.3,7.7,0.427,0.42,2.4,3.7,0.667,0.7,2.5,3.3,5.0,1.3,0.0,2.4,2.8,14.6
2012,NBA,A.J. Price,priceaj01,25.0,IND,PG,44,1.0,568,3.7,11.0,0.339,1.6,5.6,0.295,2.1,5.5,0.384,0.414,1.8,2.2,0.8,0.8,3.0,3.9,5.5,1.3,0.1,2.0,1.9,10.9
2013,NBA,A.J. Price,priceaj01,26.0,WAS,PG,57,22.0,1278,4.5,11.6,0.39,2.0,5.6,0.35,2.6,6.0,0.427,0.475,1.4,1.7,0.79,0.6,2.6,3.2,5.8,0.9,0.1,1.8,2.1,12.4
2014,NBA,A.J. Price,priceaj01,27.0,MIN,SG,28,0.0,99,6.9,16.7,0.413,2.2,8.0,0.273,4.7,8.7,0.542,0.478,0.0,0.7,0.0,0.4,3.3,3.6,4.7,0.4,0.0,2.5,1.8,16.0
2015,NBA,A.J. Price,priceaj01,28.0,3TM,PG,26,0.0,324,5.7,15.2,0.372,1.7,6.3,0.263,4.0,8.9,0.45,0.427,1.8,2.7,0.667,0.7,2.9,3.6,5.1,0.8,0.0,1.6,1.7,14.8
2006,NBA,Ronnie Price,pricero01,22.0,SAC,PG,29,0.0,150,5.0,13.9,0.362,1.4,6.5,0.222,3.6,7.4,0.484,0.414,2.9,2.9,1.0,1.2,2.4,3.6,2.6,1.4,0.0,2.4,2.4,14.4
2007,NBA,Ronnie Price,pricero01,23.0,SAC,PG,58,1.0,563,4.3,11.0,0.39,1.3,4.2,0.323,2.9,6.8,0.43,0.451,2.4,3.5,0.673,1.0,3.6,4.5,3.1,1.8,0.3,2.1,4.1,12.3
2008,NBA,Ronnie Price,pricero01,24.0,UTA,PG,61,3.0,588,5.4,12.5,0.431,1.6,4.6,0.347,3.8,7.9,0.481,0.495,1.6,2.3,0.684,0.5,2.3,2.8,4.8,2.0,0.2,1.8,5.1,14.0
2009,NBA,Ronnie Price,pricero01,25.0,UTA,PG,52,17.0,738,3.8,9.9,0.379,0.9,3.0,0.311,2.8,6.9,0.408,0.426,1.7,2.2,0.756,0.6,2.8,3.4,5.3,1.9,0.2,3.0,3.6,10.1
2010,NBA,Ronnie Price,pricero01,26.0,UTA,PG,60,4.0,806,4.4,10.8,0.405,0.8,2.8,0.286,3.6,8.0,0.447,0.442,1.8,2.6,0.695,1.3,2.1,3.3,5.5,1.8,0.6,2.5,4.9,11.4
2011,NBA,Ronnie Price,pricero01,27.0,UTA,SG,59,0.0,717,3.7,10.5,0.352,1.0,3.5,0.29,2.7,7.1,0.383,0.4,1.5,2.0,0.744,1.1,2.0,3.1,2.8,2.1,0.3,2.8,5.3,9.9
2012,NBA,Ronnie Price,pricero01,28.0,PHO,PG,36,8.0,517,3.4,9.1,0.377,0.9,3.1,0.295,2.5,6.0,0.419,0.427,1.4,1.7,0.8,1.3,2.6,3.9,4.7,2.4,0.2,3.2,5.0,9.1
2013,NBA,Ronnie Price,pricero01,29.0,POR,PG,39,0.0,510,2.8,8.5,0.325,0.7,2.8,0.256,2.0,5.7,0.358,0.367,1.2,1.7,0.708,0.9,2.2,3.1,5.2,1.8,0.2,2.4,4.3,7.4
2014,NBA,Ronnie Price,pricero01,30.0,ORL,SG,31,2.0,377,2.7,8.8,0.304,0.9,4.1,0.209,1.8,4.7,0.388,0.353,0.9,1.2,0.692,0.8,3.3,4.1,6.3,2.4,0.2,2.5,4.8,7.1
2015,NBA,Ronnie Price,pricero01,31.0,LAL,PG,43,20.0,982,2.8,8.2,0.345,1.1,4.0,0.284,1.7,4.2,0.404,0.415,1.3,1.6,0.8,0.7,1.8,2.5,6.0,2.5,0.1,1.9,4.3,8.1
2016,NBA,Ronnie Price,pricero01,32.0,PHO,PG,62,18.0,1211,3.4,9.0,0.384,2.0,5.8,0.347,1.4,3.2,0.453,0.497,0.9,1.2,0.756,0.7,2.2,2.9,4.4,2.2,0.4,2.1,4.8,9.8
2017,NBA,Ronnie Price,pricero01,33.0,PHO,PG,14,0.0,134,1.1,6.4,0.167,0.8,4.6,0.176,0.3,1.9,0.143,0.229,0.8,1.1,0.75,0.8,2.1,3.0,4.8,3.0,0.3,0.8,3.8,3.8
2013,NBA,Pablo Prigioni,prigipa01,35.0,NYK,PG,78,18.0,1263,2.9,6.3,0.455,1.5,3.8,0.396,1.3,2.5,0.547,0.575,0.6,0.7,0.88,1.2,2.9,4.1,6.7,2.0,0.1,2.5,3.6,7.8
2014,NBA,Pablo Prigioni,prigipa01,36.0,NYK,PG,66,27.0,1283,2.5,5.4,0.461,1.8,3.9,0.464,0.6,1.4,0.451,0.631,0.3,0.3,0.917,1.0,2.6,3.6,6.4,1.9,0.1,1.7,3.7,7.1
2015,NBA,Pablo Prigioni,prigipa01,37.0,2TM,PG,67,3.0,1197,2.7,6.9,0.399,1.7,5.0,0.343,1.0,1.9,0.548,0.524,1.1,1.2,0.854,0.9,2.7,3.6,5.1,2.4,0.0,1.9,2.6,8.2
2016,NBA,Pablo Prigioni,prigipa01,38.0,LAC,PG,59,3.0,823,2.4,6.4,0.374,1.2,4.2,0.295,1.2,2.3,0.519,0.469,0.3,0.3,0.875,1.7,3.3,5.0,5.7,2.3,0.0,2.1,3.6,6.3
2022,NBA,Joshua Primo,primojo01,19.0,SAS,SF,50,16.0,965,3.8,10.1,0.374,1.6,5.1,0.307,2.2,5.0,0.444,0.452,1.6,2.2,0.746,1.2,3.0,4.2,3.0,0.7,0.9,2.1,2.9,10.7
2023,NBA,Joshua Primo,primojo01,20.0,SAS,SG,4,0.0,93,3.5,10.1,0.346,1.2,4.6,0.25,2.3,5.4,0.429,0.404,2.7,3.5,0.778,0.8,4.3,5.0,7.0,0.4,0.8,4.3,3.1,10.8
2024,NBA,Joshua Primo,primojo01,21.0,LAC,SG,2,0.0,10,3.6,10.8,0.333,0.0,3.6,0.0,3.6,7.2,0.5,0.333,0.0,0.0,,3.6,0.0,3.6,0.0,0.0,3.6,14.4,0.0,7.2
2004,NBA,Tayshaun Prince,princta01,23.0,DET,SF,82,80.0,2701,4.5,9.6,0.467,0.8,2.1,0.363,3.7,7.5,0.496,0.507,1.4,1.9,0.766,1.2,4.0,5.2,2.5,0.8,0.9,1.6,2.0,11.2
2005,NBA,Tayshaun Prince,princta01,24.0,DET,SF,82,82.0,3039,5.6,11.4,0.487,0.6,1.6,0.341,5.0,9.8,0.512,0.511,2.6,3.2,0.807,1.6,3.6,5.2,2.9,0.7,0.8,1.6,1.9,14.3
2006,NBA,Tayshaun Prince,princta01,25.0,DET,SF,82,82.0,2898,5.7,12.4,0.455,0.8,2.3,0.35,4.9,10.1,0.479,0.487,2.3,3.0,0.765,1.3,3.0,4.3,2.3,0.8,0.5,1.1,1.2,14.4
2007,NBA,Tayshaun Prince,princta01,26.0,DET,SF,82,82.0,3001,5.5,12.0,0.46,1.0,2.5,0.386,4.5,9.4,0.48,0.501,2.1,2.7,0.768,1.7,3.4,5.1,2.7,0.6,0.7,1.2,1.4,14.0
2008,NBA,Tayshaun Prince,princta01,27.0,DET,SF,82,82.0,2694,5.6,12.6,0.448,0.7,2.0,0.363,4.9,10.6,0.463,0.476,2.5,3.2,0.768,1.5,3.9,5.3,3.6,0.6,0.4,1.2,1.2,14.4
2009,NBA,Tayshaun Prince,princta01,28.0,DET,SF,82,82.0,3057,5.4,12.0,0.45,0.7,1.7,0.397,4.7,10.4,0.458,0.477,2.2,2.9,0.778,1.5,4.1,5.6,3.0,0.5,0.6,1.2,1.2,13.7
2010,NBA,Tayshaun Prince,princta01,29.0,DET,SF,49,49.0,1664,6.1,12.5,0.486,0.6,1.6,0.37,5.5,11.0,0.503,0.509,1.5,2.1,0.714,1.5,3.8,5.4,3.5,0.7,0.5,1.3,1.7,14.3
2011,NBA,Tayshaun Prince,princta01,30.0,DET,SF,78,78.0,2562,6.6,14.1,0.473,0.5,1.4,0.347,6.2,12.7,0.486,0.49,1.7,2.4,0.702,1.1,3.5,4.6,3.0,0.4,0.6,1.2,1.3,15.4
2012,NBA,Tayshaun Prince,princta01,31.0,DET,SF,63,63.0,2087,5.8,13.8,0.421,0.6,1.8,0.356,5.2,12.0,0.431,0.444,1.5,2.0,0.774,1.2,3.6,4.8,2.6,0.5,0.6,1.3,1.3,13.8
2013,NBA,Tayshaun Prince,princta01,32.0,2TM,SF,82,81.0,2631,4.9,11.2,0.438,0.5,1.3,0.404,4.4,9.9,0.442,0.461,1.3,1.8,0.738,1.0,4.0,5.0,2.7,0.7,0.3,1.2,1.2,11.7
2014,NBA,Tayshaun Prince,princta01,33.0,MEM,SF,76,76.0,1948,3.7,9.1,0.407,0.4,1.3,0.29,3.3,7.8,0.426,0.427,0.6,1.1,0.567,0.6,3.7,4.3,2.2,0.7,0.4,0.8,1.2,8.4
2015,NBA,Tayshaun Prince,princta01,34.0,3TM,SF,58,16.0,1397,4.6,10.4,0.44,0.8,1.7,0.463,3.8,8.6,0.436,0.479,1.3,1.7,0.754,1.3,4.1,5.4,2.4,0.7,0.4,0.9,1.4,11.2
2016,NBA,Tayshaun Prince,princta01,35.0,MIN,SF,77,44.0,1462,2.5,5.6,0.445,0.1,0.6,0.174,2.4,5.1,0.476,0.454,0.3,0.5,0.684,0.8,2.8,3.6,1.8,0.9,0.3,0.7,1.5,5.4
2017,NBA,Taurean Prince,princta02,22.0,ATL,SF,59,10.0,981,4.2,10.5,0.4,1.2,3.7,0.324,3.0,6.7,0.443,0.458,2.7,3.4,0.787,0.9,4.8,5.8,2.0,1.6,1.0,2.2,3.5,12.3
2018,NBA,Taurean Prince,princta02,23.0,ATL,SF,82,82.0,2464,6.1,14.2,0.426,2.6,6.7,0.385,3.5,7.6,0.461,0.516,2.2,2.6,0.844,0.7,5.0,5.7,3.1,1.2,0.6,2.8,2.5,16.9
2019,NBA,Taurean Prince,princta02,24.0,ATL,SF,55,47.0,1552,6.1,13.8,0.441,2.9,7.3,0.39,3.2,6.5,0.498,0.545,2.2,2.7,0.819,0.5,4.1,4.6,2.7,1.2,0.4,2.3,3.3,17.2
2020,NBA,Taurean Prince,princta02,25.0,BRK,PF,64,61.0,1857,5.4,14.3,0.376,2.8,8.4,0.339,2.6,6.0,0.429,0.475,1.4,1.7,0.798,1.0,6.4,7.4,2.2,1.1,0.5,2.5,3.1,15.0
2021,NBA,Taurean Prince,princta02,26.0,2TM,PF,41,10.0,905,5.2,13.0,0.401,2.5,6.2,0.4,2.7,6.8,0.401,0.495,2.6,3.0,0.855,0.8,4.9,5.6,3.0,1.1,0.9,1.9,3.0,15.5
2022,NBA,Taurean Prince,princta02,27.0,MIN,PF,69,8.0,1177,5.4,11.9,0.454,2.6,7.0,0.376,2.8,4.9,0.565,0.564,1.9,2.5,0.756,0.8,4.5,5.3,2.1,1.4,0.7,1.6,3.5,15.4
2023,NBA,Taurean Prince,princta02,28.0,MIN,PF,54,4.0,1192,5.3,11.4,0.467,2.2,5.9,0.381,3.1,5.6,0.557,0.565,2.0,2.3,0.844,0.5,3.5,4.0,2.5,0.8,0.5,2.1,3.7,14.9
2024,NBA,Taurean Prince,princta02,29.0,LAL,PF,78,49.0,2108,4.3,9.8,0.442,2.4,6.1,0.396,1.9,3.7,0.519,0.566,0.9,1.2,0.735,0.4,3.6,3.9,2.0,1.0,0.6,1.2,2.5,11.9
2025,NBA,Taurean Prince,princta02,30.0,MIL,SF,80,73.0,2166,3.9,8.5,0.457,2.4,5.6,0.439,1.5,3.0,0.492,0.6,0.6,0.8,0.813,0.6,4.2,4.8,2.6,1.3,0.2,1.4,2.7,10.9
2021,NBA,Payton Pritchard,pritcpa01,23.0,BOS,SG,66,4.0,1268,5.2,11.9,0.44,2.9,7.0,0.411,2.3,4.8,0.482,0.562,1.1,1.3,0.889,0.9,3.5,4.5,3.4,1.1,0.3,1.5,3.0,14.5
2022,NBA,Payton Pritchard,pritcpa01,24.0,BOS,PG,71,2.0,1001,5.8,13.4,0.429,3.6,8.8,0.412,2.1,4.6,0.461,0.564,0.8,0.8,1.0,1.2,3.7,4.8,5.0,0.9,0.2,1.5,2.2,15.9
2023,NBA,Payton Pritchard,pritcpa01,25.0,BOS,PG,48,3.0,643,5.7,13.7,0.412,3.1,8.6,0.364,2.5,5.1,0.495,0.527,0.7,0.9,0.75,1.4,3.5,4.9,3.6,0.8,0.1,2.2,2.1,15.1
2024,NBA,Payton Pritchard,pritcpa01,26.0,BOS,PG,82,5.0,1825,5.9,12.5,0.468,2.9,7.5,0.385,3.0,5.0,0.593,0.583,0.9,1.1,0.821,1.4,3.8,5.2,5.5,0.8,0.1,1.2,2.1,15.5
2025,NBA,Payton Pritchard,pritcpa01,27.0,BOS,PG,80,3.0,2271,6.5,13.7,0.472,4.0,9.9,0.407,2.4,3.8,0.642,0.62,1.1,1.3,0.845,1.6,3.2,4.9,4.4,1.1,0.2,1.3,1.9,18.1
2005,NBA,Laron Profit,profila01,27.0,WAS,SF,42,4.0,428,4.7,10.8,0.438,0.7,2.4,0.286,4.0,8.4,0.48,0.469,1.3,2.1,0.64,2.0,4.4,6.4,3.1,1.3,0.4,2.3,3.7,11.4
2006,NBA,Laron Profit,profila01,28.0,LAL,SG,25,1.0,279,5.2,10.8,0.476,0.4,2.3,0.167,4.8,8.5,0.561,0.494,2.7,3.1,0.875,1.0,4.5,5.5,1.9,1.4,0.6,3.1,3.2,13.4
2024,NBA,Olivier-Maxence Prosper,prospol01,21.0,DAL,PF,40,1.0,336,4.3,11.1,0.385,1.4,4.8,0.289,2.9,6.3,0.458,0.447,3.0,4.4,0.683,2.7,5.8,8.5,2.4,0.7,0.4,0.9,2.1,13.0
2025,NBA,Olivier-Maxence Prosper,prospol01,22.0,DAL,PF,52,4.0,584,4.3,10.7,0.402,0.7,3.1,0.235,3.6,7.6,0.472,0.437,3.0,4.7,0.645,2.7,5.1,7.8,2.5,1.6,0.4,0.9,1.7,12.4
2008,NBA,Gabe Pruitt,pruitga01,21.0,BOS,PG,15,0.0,95,5.3,14.8,0.359,1.1,4.5,0.25,4.2,10.2,0.407,0.397,0.4,0.8,0.5,0.4,2.7,3.0,4.9,1.9,0.0,1.9,3.8,12.1
2009,NBA,Gabe Pruitt,pruitga01,22.0,BOS,SG,47,0.0,366,3.0,9.9,0.307,1.4,4.7,0.292,1.7,5.2,0.321,0.376,1.7,2.1,0.81,0.9,3.3,4.2,3.8,1.5,0.3,1.9,3.3,9.1
2004,NBA,Joel Przybilla,przybjo01,24.0,2TM,C,17,12.0,347,1.9,5.2,0.36,0.0,0.0,,1.9,5.2,0.36,0.36,1.3,3.2,0.419,3.3,8.2,11.5,0.7,0.5,1.8,1.9,5.5,5.1
2005,NBA,Joel Przybilla,przybjo01,25.0,POR,C,76,50.0,1858,3.9,6.5,0.598,0.0,0.0,,3.9,6.5,0.598,0.598,1.7,3.4,0.517,3.4,7.9,11.4,1.4,0.5,3.2,1.9,4.6,9.5
2006,NBA,Joel Przybilla,przybjo01,26.0,POR,C,56,52.0,1395,3.4,6.2,0.548,0.0,0.0,,3.4,6.2,0.548,0.548,2.1,4.0,0.532,3.8,6.3,10.1,1.1,0.5,3.4,2.0,3.8,8.9
2007,NBA,Joel Przybilla,przybjo01,27.0,POR,C,43,43.0,701,1.9,4.0,0.474,0.0,0.0,,1.9,4.0,0.474,0.474,0.5,1.4,0.37,3.0,5.6,8.6,0.6,0.5,3.4,2.1,6.4,4.3
